"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","OctDel_1 Area","OctDel_2 Area","OctDel_3 Area","OctComp_1 Area","OctComp_2 Area","OctComp_3 Area","OctWT_1 Area","OctWT_3 Area","OctWT_2 Area","Sample Profile (Ratio)","Del Area","Comp Area","WT Area","Group Profile (Ratio)","Avg. Mass","Description"
1033,true,"MMAR_4068|pncB|nicotinic",5.63,29.45,18,10,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",6652.441,6328.3643,5004.8076,3481.645,4661.3955,4658.4307,4630.759,1103.2168,4636.803,1.00:0.95:0.75:0.52:0.70:0.70:0.70:0.17:0.70,5995.204,4267.1567,3456.9263,1.00:0.71:0.58,46157,"acid phosphoribosyltransferase PncB |439 AA"
2318,true,"MMAR_2085|MMAR_2085|conserved",58.94,28.74,4,2,"Deamidation (NQ)",1815.416,2500.0554,2723.8286,1371.755,1573.1145,1508.3688,159.75447,115.689995,132.06732,1.00:1.38:1.50:0.76:0.87:0.83:0.09:0.06:0.07,2346.433,1484.4127,154.26135,1.00:0.63:0.07,18007,"hypothetical protein|168 AA"
2594,true,"MMAR_0420|MMAR_0420|conserved",5.78,17.84,3,2,"",596.465,133.60075,361.88202,95.130455,213.11542,89.819046,207.31178,8464.916,323.02954,1.00:0.22:0.61:0.16:0.36:0.15:0.35:14.19:0.54,363.9826,132.68831,2998.4192,1.00:0.36:8.24,20331,"Mce associated protein|186 AA"
1075,true,"MMAR_1499|MMAR_1499|oxidoreductase|333",15.62,34.34,14,9,"Deamidation (NQ); Oxidation (M)",15614.801,14797.316,9950.125,11900.988,12014.343,12189.579,7666.3364,9048.767,8905.77,1.00:0.95:0.64:0.76:0.77:0.78:0.49:0.58:0.57,13454.08,12034.971,8540.291,1.00:0.89:0.63,34039,"AA"
218,true,"MMAR_5315|lpqH|19",67.77,61.62,11,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",163188.56,147360.33,157549.44,94502.0,91173.78,94799.7,52543.66,56588.992,53552.477,1.00:0.90:0.97:0.58:0.56:0.58:0.32:0.35:0.33,156032.78,93491.83,54228.375,1.00:0.60:0.35,9528,"kDa lipoprotein antigen precursor LpqH|100 AA"
582,true,"MMAR_3024|MMAR_3024|conserved",34.89,34.76,29,17,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",13944.974,42699.17,33202.395,2689.4329,3741.473,3740.9963,2140.4758,2571.0142,2164.2236,1.00:3.06:2.38:0.19:0.27:0.27:0.15:0.18:0.16,29948.846,3390.634,2291.9045,1.00:0.11:0.08,93942,"membrane protein|887 AA"
560,true,"MMAR_2396|hisC1|histidinol-phosphate",21.40,55.50,24,18,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",31483.875,31931.637,29938.238,16171.942,22198.42,21933.012,26318.254,31230.11,30994.018,1.00:1.01:0.95:0.51:0.71:0.70:0.84:0.99:0.98,31117.918,20101.125,29514.127,1.00:0.65:0.95,40866,"aminotransferase HisC1|383 AA"
327,true,"MMAR_1962|dapA|dihydrodipicolinate",75.16,59.00,31,16,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",64512.31,59968.527,64050.973,31306.312,29468.908,29884.727,18102.01,19189.012,18812.428,1.00:0.93:0.99:0.49:0.46:0.46:0.28:0.30:0.29,62843.938,30219.982,18701.15,1.00:0.48:0.30,30706,"synthase DapA|301 AA"
2601,true,"MMAR_0416|lprK|MCE-family",45.70,8.58,2,2,"",800.3892,827.4821,672.78796,1372.0824,1304.895,1098.5118,286.03983,311.0448,222.00427,1.00:1.03:0.84:1.71:1.63:1.37:0.36:0.39:0.28,766.8864,1258.4965,273.02963,1.00:1.64:0.36,43773,"lipoprotein LprK (MCE-family lipoprotein Mce1E)|409 AA"
1158,true,"MMAR_0424|MMAR_0424|conserved",13.70,50.21,14,9,"Deamidation (NQ); Oxidation (M)",6243.3154,5665.0586,6110.154,3618.7085,5166.8027,3506.8647,3885.5193,5051.8906,4712.839,1.00:0.91:0.98:0.58:0.83:0.56:0.62:0.81:0.75,6006.1763,4097.4585,4550.083,1.00:0.68:0.76,26422,"hypothetical protein|242 AA"
637,true,"MMAR_0911|grcC1|polyprenyl",33.49,60.00,20,13,"Acetylation (Protein N-term); Carbamidomethylation; Oxidation (M); Pyro-glu from Q",9421.225,9381.828,9142.141,4360.2554,5344.406,4898.63,2269.9902,1218.2572,884.36523,1.00:1.00:0.97:0.46:0.57:0.52:0.24:0.13:0.09,9315.064,4867.7637,1526.4086,1.00:0.52:0.16,35716,"diphosphate synthetase, GrcC1|336 AA"
3,true,"MMAR_0995|rpoB|DNA-directed",29.31,86.14,163,113,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E; Pyro-glu from Q",364441.44,371785.47,297713.75,137248.94,197222.67,206695.75,33880.08,49261.547,91074.484,1.00:1.02:0.82:0.38:0.54:0.57:0.09:0.14:0.25,344646.88,180389.12,58072.04,1.00:0.52:0.17,129515,"RNA polymerase, beta subunit, RpoB|1177 AA"
2787,true,"MMAR_2940|MMAR_2940|conserved",68.42,4.91,1,1,"Oxidation (M)",267.51874,179.21855,352.46887,124.92975,166.72664,174.49371,0.0,0.0,0.0,1.00:0.67:1.32:0.47:0.62:0.65:0.00:0.00:0.00,266.40204,155.38336,0.0,1.00:0.58:0.00,43341,"hypothetical protein|388 AA"
2565,true,"MMAR_5473|MMAR_5473|conserved",13.11,1.26,3,1,"",427.53912,187.79901,281.88184,255.6006,168.29146,193.94333,567.947,470.25906,2330.5176,1.00:0.44:0.66:0.60:0.39:0.45:1.33:1.10:5.45,299.07333,205.94513,1122.9078,1.00:0.69:3.75,83496,"hypothetical secreted protein|794 AA"
635,true,"MMAR_3683|dnaJ2|chaperone",7.27,50.26,24,14,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E; more",43394.84,11357.604,43669.715,28969.863,28709.744,6378.305,7403.5215,10885.604,7880.6104,1.00:0.26:1.01:0.67:0.66:0.15:0.17:0.25:0.18,32807.383,21352.637,8723.245,1.00:0.65:0.27,39979,"protein DnaJ2|379 AA"
1068,true,"MMAR_1554|MMAR_1554|conserved",63.75,38.10,11,9,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",10497.619,10937.599,10716.086,11532.262,11653.601,11641.781,545.10114,372.08804,624.88336,1.00:1.04:1.02:1.10:1.11:1.11:0.05:0.04:0.06,10717.102,11609.215,514.0242,1.00:1.08:0.05,42516,"hypothetical secreted protein|379 AA"
1378,true,"MMAR_0575|MMAR_0575|conserved",14.83,52.34,11,8,"Carbamidomethylation; Deamidation (NQ)",37318.477,3835.739,3323.2336,1899.4613,1863.3055,14370.614,286.18964,581.66516,401.73328,1.00:0.10:0.09:0.05:0.05:0.39:0.02:0.02:0.02,14825.817,6044.4604,423.19604,1.00:0.41:0.03,27273,"hypothetical hydrolytic protein|257 AA"
1718,true,"MMAR_2908|MMAR_2908|cutinase",64.60,36.36,6,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",16532.791,15996.269,13142.583,26880.574,25056.541,20607.123,1980.7828,2088.6807,1867.1125,1.00:0.97:0.79:1.63:1.52:1.25:0.12:0.13:0.11,15223.881,24181.41,1978.8586,1.00:1.59:0.13,23890,"precursor |232 AA"
1402,true,"MMAR_4725|MMAR_4725|conserved",12.53,30.97,8,7,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",5765.8154,18090.58,2073.7554,931.21936,2191.6133,1938.036,406.3692,1250.3811,1283.7582,1.00:3.14:0.36:0.16:0.38:0.34:0.07:0.22:0.22,8643.384,1686.9563,980.16943,1.00:0.20:0.11,44115,"hypothetical metal-dependent hydrolase|382 AA"
13,true,"MMAR_1772|ppsE|phenolpthiocerol",36.61,58.68,134,89,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",155196.06,158003.55,143060.48,92906.31,110272.39,109478.96,76670.13,83048.2,89345.68,1.00:1.02:0.92:0.60:0.71:0.71:0.49:0.54:0.58,152086.7,104219.22,83021.336,1.00:0.69:0.55,157937,"synthesis type-I polyketide synthase PpsE|1482 AA"
1088,true,"MMAR_4171|MMAR_4171|transmembrane",28.86,22.34,16,11,"Carbamidomethylation; Oxidation (M)",4799.97,4446.2363,4416.934,2517.331,3542.7559,3394.6792,845.54205,373.331,1107.8934,1.00:0.93:0.92:0.52:0.74:0.71:0.18:0.08:0.23,4554.3804,3151.5889,775.5888,1.00:0.69:0.17,70268,"serine/threonine-protein kinase|668 AA"
2182,true,"MMAR_2618|MMAR_2618|amidohydrolase|423",20.18,19.43,4,4,"Carbamidomethylation",2121.4817,2744.7373,2149.9656,2975.5957,2931.4587,3004.5151,1444.8876,663.3031,1399.9493,1.00:1.29:1.01:1.40:1.38:1.42:0.68:0.31:0.66,2338.7283,2970.5232,1258.0367,1.00:1.27:0.54,47106,"AA"
2519,true,"MMAR_3604|MMAR_3604|plasmid",62.49,6.32,1,1,"Deamidation (NQ)",139.32176,324.25534,281.90292,125.58054,152.59998,170.26395,0.0,0.0,0.0,1.00:2.33:2.02:0.90:1.10:1.22:0.00:0.00:0.00,248.49335,149.48149,0.0,1.00:0.60:0.00,41149,"maintenance system antidote protein|365 AA"
1160,true,"MMAR_3666|MMAR_3666|PPE",64.56,16.85,10,6,"Acetylation (Protein N-term); Deamidation (NQ)",43380.04,43478.58,45496.66,57597.543,65394.598,53370.645,8784.39,6956.028,7421.5938,1.00:1.00:1.05:1.33:1.51:1.23:0.20:0.16:0.17,44118.426,58787.594,7740.1973,1.00:1.33:0.18,61286,"family protein|642 AA"
588,true,"MMAR_1119|alr|alanine",60.22,62.63,21,16,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",26384.998,26019.617,26351.367,8272.472,9750.888,9663.447,956.0168,1363.7748,1545.7548,1.00:0.99:1.00:0.31:0.37:0.37:0.04:0.05:0.06,26251.994,9228.936,1288.5154,1.00:0.35:0.05,41044,"racemase, Alr|389 AA"
1673,true,"MMAR_3096|MMAR_3096|conserved",4.51,41.31,9,6,"Deamidation (NQ); Oxidation (M)",5052.099,5046.762,4686.5625,3358.243,4363.5586,3593.801,4926.8647,1528.6785,3884.893,1.00:1.00:0.93:0.66:0.86:0.71:0.98:0.30:0.77,4928.4746,3771.8672,3446.8123,1.00:0.77:0.70,27858,"hypothetical protein|260 AA"
1709,true,"MMAR_4414|MMAR_4414|conserved",10.27,39.46,6,6,"Acetylation (Protein N-term); Carbamidomethylation",5608.788,5920.669,5713.207,4254.17,3956.0242,2887.5522,3169.4038,3704.7898,1041.6227,1.00:1.06:1.02:0.76:0.71:0.51:0.57:0.66:0.19,5747.5547,3699.2488,2638.6055,1.00:0.64:0.46,29265,"hypothetical protein|262 AA"
1541,true,"MMAR_0347|msrA|peptide",60.70,54.39,8,6,"Carbamidomethylation; Deamidation (NQ)",37885.45,38868.12,31315.21,21200.793,23909.754,23885.97,6338.5293,7070.6147,6687.189,1.00:1.03:0.83:0.56:0.63:0.63:0.17:0.19:0.18,36022.926,22998.84,6698.7773,1.00:0.64:0.19,19183,"methionine sulfoxide reductase MsrA|172 AA"
2141,true,"MMAR_0696|lpqK|Conserved",18.60,3.63,2,2,"Deamidation (NQ)",344.13538,378.93796,245.08328,89.518486,242.6262,120.80277,0.0,693.45764,590.4708,1.00:1.10:0.71:0.26:0.71:0.35:0.00:2.02:1.72,322.71887,150.98248,641.96423,1.00:0.47:1.99,44556,"lipoprotein, LpqK|414 AA"
1743,true,"MMAR_3109|MMAR_3109|dehydrogenase|294",9.31,24.57,6,6,"Carbamidomethylation",3725.044,9685.071,3734.1958,1596.8381,1523.4512,8475.668,2241.9023,786.11816,907.78064,1.00:2.60:1.00:0.43:0.41:2.28:0.60:0.21:0.24,5714.7705,3865.3193,1311.9336,1.00:0.68:0.23,31111,"AA"
2234,true,"MMAR_3607|MMAR_3607|phage",32.23,2.38,4,2,"Acetylation (Protein N-term); Carbamidomethylation; Oxidation (M)",327.86887,412.40244,425.99524,2407.379,90.436005,2715.8997,0.0,0.0,0.0,1.00:1.26:1.30:7.34:0.28:8.28:0.00:0.00:0.00,388.75552,1737.9049,0.0,1.00:4.47:0.00,46318,"integrase|421 AA"
2774,false,"MMAR_5308|MMAR_5308|PE-PGRS",22.05,1.85,1,1,"",568.2196,444.16754,467.54108,1148.5999,1224.1229,1036.768,82.051704,287.0994,285.58966,1.00:0.78:0.82:2.02:2.15:1.82:0.14:0.51:0.50,493.30942,1136.497,218.24692,1.00:2.30:0.44,88780,"family protein|1080 AA"
2214,true,"MMAR_3659|esxN_4|EsaT-6",6.38,21.28,2,1,"",134.1986,97.53262,92.51622,281.31918,194.4749,52.17939,56.25147,68.349014,62.458374,1.00:0.73:0.69:2.10:1.45:0.39:0.42:0.51:0.47,108.08248,175.99115,62.35295,1.00:1.63:0.58,9852,"like protein EsxN_4|95 AA"
1904,true,"MMAR_4766|MMAR_4766|conserved",42.24,41.20,7,5,"Deamidation (NQ)",11258.003,10971.991,10736.714,6150.087,4870.6626,6333.6006,1323.254,2249.165,1287.0876,1.00:0.97:0.95:0.55:0.43:0.56:0.12:0.20:0.11,10988.902,5784.783,1619.8354,1.00:0.53:0.15,25944,"hypothetical exported protein|251 AA"
2709,true,"MMAR_3882|MMAR_3882|conserved",25.38,1.34,1,1,"Oxidation (M)",3326.1326,3400.9585,1994.1129,2207.5825,3460.679,3464.5798,1129.8241,1116.9347,970.90497,1.00:1.02:0.60:0.66:1.04:1.04:0.34:0.34:0.29,2907.0679,3044.2805,1072.5546,1.00:1.05:0.37,126063,"hypothetical bacteriophage membrane protein|1194 AA"
795,true,"MMAR_3651|dgt|deoxyguanosine",17.85,36.84,21,14,"Carbamidomethylation; Deamidation (NQ)",3811.399,4736.2783,3763.9326,5884.0,4683.613,3932.6987,3148.6836,2945.6196,2557.2976,1.00:1.24:0.99:1.54:1.23:1.03:0.83:0.77:0.67,4103.87,4833.437,2883.867,1.00:1.18:0.70,49402,"triphosphate triphosphohydrolase Dgt|457 AA"
72,true,"MMAR_2286|moxR1|transcriptional",55.78,90.57,42,33,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",116760.5,120574.484,113838.41,95067.984,80218.56,73355.24,27147.428,24051.984,22182.307,1.00:1.03:0.97:0.81:0.69:0.63:0.23:0.21:0.19,117057.8,82880.59,24460.572,1.00:0.71:0.21,40012,"regulatory protein, MoxR1|372 AA"
384,true,"MMAR_1241|MMAR_1241|conserved",76.35,65.96,37,26,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",68946.48,66053.64,66655.06,28352.264,27397.389,29125.268,2263.4993,2094.5923,1647.1997,1.00:0.96:0.97:0.41:0.40:0.42:0.03:0.03:0.02,67218.39,28291.64,2025.0421,1.00:0.42:0.03,45276,"hypothetical protein|424 AA"
170,true,"MMAR_0002|dnaN|DNA",63.81,62.19,53,32,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E; Pyro-glu from Q",231233.62,201441.1,197838.14,191247.22,176859.56,201184.7,48853.727,53686.08,49298.94,1.00:0.87:0.86:0.83:0.76:0.87:0.21:0.23:0.21,210170.95,189763.83,50612.918,1.00:0.90:0.24,42283,"polymerase III (beta chain) DnaN |403 AA"
1302,true,"MMAR_4928|aldA|NAD-dependent",23.86,26.38,11,8,"Carbamidomethylation; Deamidation (NQ)",4631.7964,4876.251,4914.318,4793.115,2706.1318,2253.464,1803.4166,1523.2053,1663.5236,1.00:1.05:1.06:1.03:0.58:0.49:0.39:0.33:0.36,4807.455,3250.9038,1663.382,1.00:0.68:0.35,51023,"aldehyde dehydrogenase, AldA|490 AA"
2973,true,"MMAR_0880|menA|1,4-dihydroxy-2-naphthoate",37.22,2.75,2,1,"",29047.12,24090.314,8728.977,32645.049,32253.06,24180.648,1194.7909,1388.8936,1750.8439,1.00:0.83:0.30:1.12:1.11:0.83:0.04:0.05:0.06,20622.137,29692.92,1444.8428,1.00:1.44:0.07,29623,"octaprenyltransferase, MenA|292 AA"
1021,true,"MMAR_0655|coxM|carbon",41.36,54.39,11,10,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",5313.625,5164.5586,5772.6763,2428.6313,3823.8877,2170.3286,954.1629,801.7826,679.4942,1.00:0.97:1.09:0.46:0.72:0.41:0.18:0.15:0.13,5416.953,2807.616,811.81323,1.00:0.52:0.15,31478,"monoxyde dehydrogenase (medium chain), CoxM|297 AA"
810,true,"MMAR_1711|ilvN|acetolactate",50.14,77.51,19,14,"Oxidation (M)",25195.064,22647.441,21132.262,10366.638,11388.804,10572.427,7925.456,6732.107,8145.667,1.00:0.90:0.84:0.41:0.45:0.42:0.31:0.27:0.32,22991.59,10775.956,7601.076,1.00:0.47:0.33,18257,"synthase (small subunit) IlvN|170 AA"
755,true,"MMAR_3678|phoH1|PhoH-like",43.94,57.95,18,12,"Deamidation (NQ); Oxidation (M)",21632.209,18803.914,19255.568,7673.9375,8869.562,12463.777,3325.19,3785.7915,3969.5884,1.00:0.87:0.89:0.35:0.41:0.58:0.15:0.18:0.18,19897.23,9669.092,3693.5232,1.00:0.49:0.19,37771,"protein PhoH1|353 AA"
1943,true,"MMAR_1735|thiL|thiamine-monophosphate",48.02,23.99,8,5,"",2883.3157,3233.8953,3248.0317,1564.8623,1533.6143,1080.4988,480.95007,597.6699,497.15454,1.00:1.12:1.13:0.54:0.53:0.37:0.17:0.21:0.17,3121.7476,1392.9918,586.25195,1.00:0.45:0.19,33154,"kinase ThiL|322 AA"
2048,true,"MMAR_0807|MMAR_0807|conserved",14.91,22.99,7,3,"Deamidation (NQ)",2275.8257,2307.5603,1604.1954,1247.5663,1491.1598,1657.6582,656.75,1444.2994,738.19556,1.00:1.01:0.70:0.55:0.66:0.73:0.29:0.63:0.32,2062.527,1465.4614,946.41504,1.00:0.71:0.46,18992,"hypothetical protein|175 AA"
1428,true,"MMAR_1727|leuD|3-isopropylmalate",2.67,66.67,10,9,"",4010.4688,3920.401,3060.5688,7733.335,4063.0977,3682.853,15977.638,3209.343,4487.7563,1.00:0.98:0.76:1.93:1.01:0.92:3.98:0.80:1.12,3663.813,5159.7617,7891.579,1.00:1.41:2.15,21903,"dehydratase (small subunit) LeuD|199 AA"
720,true,"MMAR_0523|MMAR_0523|urea",14.58,64.36,23,16,"Deamidation (NQ); Oxidation (M); Pyro-glu from E",26526.512,25088.512,27878.355,17839.086,8101.7314,17496.654,11288.123,15275.168,12916.926,1.00:0.95:1.05:0.67:0.31:0.66:0.43:0.58:0.49,26497.793,14479.157,13160.072,1.00:0.55:0.50,30689,"amidolyase-related protein|290 AA"
1323,true,"MMAR_3305|MMAR_3305|conserved",36.30,51.84,13,10,"Carbamidomethylation",12848.035,12833.723,11872.529,6503.62,7496.6616,6603.044,4409.7695,4455.5703,2896.0571,1.00:1.00:0.92:0.51:0.58:0.51:0.34:0.35:0.23,12518.096,6867.7754,3920.4656,1.00:0.55:0.31,26918,"protein|246 AA"
1170,true,"MMAR_3413|MMAR_3413|oxidoreductase|462",84.51,32.54,12,9,"Carbamidomethylation",15597.54,15679.724,16197.846,7998.482,8040.749,7914.802,1907.7063,2173.7593,1976.3054,1.00:1.01:1.04:0.51:0.52:0.51:0.12:0.14:0.13,15825.036,8018.701,2061.3225,1.00:0.51:0.13,48648,"AA"
2528,true,"MMAR_0840|mmpL2|conserved",57.38,1.50,1,1,"Deamidation (NQ)",120.95271,77.651474,161.7146,96.10945,200.16641,112.40364,0.0,0.0,0.0,1.00:0.64:1.34:0.79:1.65:0.93:0.00:0.00:0.00,120.10626,136.2265,0.0,1.00:1.13:0.00,108858,"transmembrane transport protein, MmpL2|998 AA"
2150,true,"MMAR_4857|MMAR_4857|transcriptional",26.00,14.59,3,3,"Deamidation (NQ)",2815.2656,2566.146,2384.3176,1040.5569,1461.2021,1134.3264,414.7688,867.90936,849.0532,1.00:0.91:0.85:0.37:0.52:0.40:0.15:0.31:0.30,2588.5764,1212.0286,710.57715,1.00:0.47:0.27,40225,"regulator|378 AA"
1468,true,"MMAR_4999|MMAR_4999|PE-PGRS",68.99,8.19,7,6,"Deamidation (NQ)",6117.2817,5431.032,5592.2466,4358.949,5378.583,5118.0146,872.3108,852.45795,816.2081,1.00:0.89:0.91:0.71:0.88:0.84:0.14:0.14:0.13,5713.5195,4951.849,846.9923,1.00:0.87:0.15,124880,"family protein|1577 AA"
1230,true,"MMAR_2828|lipD|lipase",26.56,31.85,14,10,"Carbamidomethylation; Oxidation (M)",5688.446,5003.3774,5162.655,4483.4614,5404.7466,4392.013,2507.6626,1952.1252,1204.6106,1.00:0.88:0.91:0.79:0.95:0.77:0.44:0.34:0.21,5284.8257,4760.0737,1888.1328,1.00:0.90:0.36,45017,"LipD|428 AA"
3105,true,"MMAR_4930|cyp123A3|cytochrome",22.91,2.96,1,1,"",147.43831,106.76404,3513.4216,75.71771,47.116806,0.0,0.0,0.0,0.0,1.00:0.72:23.83:0.51:0.32:0.00:0.00:0.00:0.00,1255.8746,61.41726,0.0,1.00:0.05:0.00,45334,"P450 123A3 Cyp123A3|407 AA"
698,true,"MMAR_0994|mkl|ribonucleotide-transport",44.84,47.56,16,13,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",30818.535,28594.002,25721.006,16309.679,22902.121,19160.98,4478.724,6073.079,6289.1865,1.00:0.93:0.83:0.53:0.74:0.62:0.15:0.20:0.20,28377.848,19457.594,5613.663,1.00:0.69:0.20,35896,"ATP-binding protein ABC transporter, Mkl|329 AA"
1598,true,"MMAR_0720|thiG|thiamin",56.15,46.21,10,7,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",6844.1045,7674.7783,7280.7593,3572.1353,4017.094,3052.505,1085.3708,1059.1521,1305.8947,1.00:1.12:1.06:0.52:0.59:0.45:0.16:0.15:0.19,7266.5474,3547.2446,1212.5374,1.00:0.49:0.17,26937,"biosynthesis protein ThiG |265 AA"
506,false,"#CONTAM#cont|000122|",33.09,14.67,20,8,"Deamidation (NQ); Oxidation (M)",5596.417,5002.2627,5534.036,431.9513,1066.3613,941.45795,840.02484,409.5732,617.21576,1.00:0.89:0.99:0.08:0.19:0.17:0.15:0.07:0.11,5377.5723,813.2569,675.5743,1.00:0.15:0.13,59519,"spt|P13645| Keratin, type I cytoskeletal 10 (Cytokeratin 10) (K10) (CK 10) [Homo sapiens (contaminant)]"
2091,true,"MMAR_4573|MMAR_4573|ATP",30.52,4.68,2,2,"",437.3876,136.92398,86.3548,7937.8833,4796.076,4289.304,314.84323,760.63617,490.68393,1.00:0.31:0.20:18.15:10.97:9.81:0.72:1.74:1.12,220.22212,5674.4214,522.05444,1.00:25.77:2.37,84638,"dependent DNA ligase|771 AA"
2178,true,"MMAR_4143|sbcD|DNA",7.54,12.27,2,2,"Deamidation (NQ)",869.59674,230.74187,881.877,59.31735,766.1862,1123.8765,58.511333,63.834,0.0,1.00:0.27:1.01:0.07:0.88:1.29:0.07:0.07:0.00,660.7385,649.79333,61.17267,1.00:0.98:0.09,40734,"repair exonuclease SbcD |384 AA"
2288,true,"MMAR_4126|MMAR_4126|conserved",0.70,3.26,2,1,"Deamidation (NQ)",682.3603,283.62375,467.3231,76.13768,359.4779,283.70306,10890.441,105.62183,41.72976,1.00:0.42:0.68:0.11:0.53:0.42:15.96:0.15:0.06,477.76904,239.77289,3679.2644,1.00:0.50:7.70,63188,"hypothetical transport protein|584 AA"
